id,documentId,en,ru,fontSize,correctAnswer,answerTime,createdAt,updatedAt,publishedAt,locale
368,"nlb072n2u1jvixr15ma9313l","끝"," конец ",16,true,30,"2025-04-29T15:27:44.705Z","2025-04-29T15:27:44.705Z","",""
370,"hq2cwm7l0dqgh52k9mfbz5zg","끝","начало",16,false,30,"2025-04-29T15:28:44.028Z","2025-04-29T15:28:44.028Z","",""
372,"h85vdym89vupawzs57c59z4c","닦다","мыть",16,true,30,"2025-04-29T15:29:50.425Z","2025-04-29T15:29:50.425Z","",""
374,"n3k7j9mxsu6ljmtakywaq41v","닦다","испачкать",16,false,30,"2025-04-29T15:30:53.503Z","2025-04-29T15:30:53.503Z","",""
376,"c250oku1dxnwag65tobj3569","이","зуб",16,true,30,"2025-04-29T15:31:57.763Z","2025-04-29T15:31:57.763Z","",""
378,"epkc2e1iwp5pa85dvntacp70","이","рот",16,false,30,"2025-04-29T15:33:00.440Z","2025-04-29T15:33:00.440Z","",""
380,"o0ekushwl92kzxyjuonuckwv","아침"," завтрак, утро",16,true,30,"2025-04-29T15:33:54.992Z","2025-04-29T15:33:54.992Z","",""
382,"ydbbv9pt6bgjx60lfkfk8hof","아침","пробуждение",16,false,30,"2025-04-29T15:35:14.834Z","2025-04-29T15:35:14.834Z","",""
384,"f5s8pd2afb3oc2s0ln2au8sr","손","рука",16,true,30,"2025-04-29T15:36:42.195Z","2025-04-29T15:36:42.195Z","",""
386,"wj2f38n3bsnlkj9euinnly5s","손","палец",16,false,30,"2025-04-29T15:37:39.797Z","2025-04-29T15:37:39.797Z","",""
388,"qyf8gtv36875vwi9imj90rcg","준비하다"," собираться",16,true,30,"2025-04-29T15:38:44.290Z","2025-04-29T15:38:44.290Z","",""
390,"jmjawo0v4vq9q0t9713kfhxh","준비하다","готовиться",16,false,30,"2025-04-29T15:40:05.188Z","2025-04-29T15:40:05.188Z","",""
392,"kon96l0e52ck7q6yjk0e0t8t","준비운동","разминка",16,true,30,"2025-04-29T15:41:09.062Z","2025-04-29T15:41:09.062Z","",""
394,"xez7ptwgpp0c35qygt12528k","준비운동","зарядка",16,false,30,"2025-04-29T15:42:09.505Z","2025-04-29T15:42:09.505Z","",""
396,"wb0vb9ufmz8kanp0e677dzl1","휴대폰"," телефон",16,true,30,"2025-04-29T15:43:11.881Z","2025-04-29T15:43:11.881Z","",""
398,"fkiy1wvnucys1iryqv5whhp1","휴대폰","звонок",16,false,30,"2025-04-29T15:44:11.982Z","2025-04-29T15:44:11.982Z","",""
400,"wvilxof2ip1jibzqexwt3dxe","쓰다/써요"," использовать ",16,true,30,"2025-04-29T15:45:43.339Z","2025-04-29T15:45:43.339Z","",""
402,"g9cq1shvm320y975xpkodjts","쓰다/써요","делать",16,false,30,"2025-04-29T15:46:55.120Z","2025-04-29T15:46:55.120Z","",""
404,"xu8czgpak0p5llzof1jl1p7z","침대를 정리하다"," застелить кровать",16,true,30,"2025-04-29T15:48:06.295Z","2025-04-29T15:48:06.295Z","",""
406,"y86japgx19kejl7xf8hkcs9f","침대를 정리하다","приготовить диван",16,false,30,"2025-04-29T15:49:01.134Z","2025-04-29T15:49:01.134Z","",""
408,"jfppiu6qbyu09ad75wqb537o","세수하다"," мыть лицо",16,true,30,"2025-04-29T15:49:59.132Z","2025-04-29T15:49:59.132Z","",""
410,"pz8alpb5j6kvsef9er4dsefx","세수하다","умываться",16,false,30,"2025-04-29T15:51:00.501Z","2025-04-29T15:51:00.501Z","",""
412,"rnrwjl3w5tka33ho8h44j4gd","정책"," политика",16,true,30,"2025-04-29T15:52:01.775Z","2025-04-29T15:52:01.775Z","",""
414,"i71607zm7z0wby67ptszhytk","정책","решение",16,false,30,"2025-04-29T15:53:05.918Z","2025-04-29T15:53:05.918Z","",""
416,"heh2taszaf2jnqvyvi5b2msx","여행사"," туристическое агентство",16,true,30,"2025-04-29T15:54:06.617Z","2025-04-29T15:54:06.617Z","",""
418,"vpchynlqq8bunvahh9t9m0zq","여행사","путешествие",16,false,30,"2025-04-29T15:55:08.934Z","2025-04-29T15:55:08.934Z","",""
420,"mxzbc7u6nlao075l0b0abyq3","표"," билет ",16,true,30,"2025-04-29T15:56:10.690Z","2025-04-29T15:56:10.690Z","",""
422,"ahth6wxko0uuo97xzjgmpbjn","표","документ",16,false,30,"2025-04-29T15:57:02.048Z","2025-04-29T15:57:02.048Z","",""
424,"f6lg5bxvo91zm8d0gcaer8fg","전화를 걸다"," звонить",16,true,30,"2025-04-29T15:58:25.459Z","2025-04-29T15:58:25.459Z","",""
426,"jcvegsjo8nx2z0ykb1wxgj1p","전화를 걸다","говорить",16,false,30,"2025-04-29T15:59:47.908Z","2025-04-29T15:59:47.908Z","",""
428,"vvnxhv169c47z10xmgd971d1","찾다/찾아요","искать",16,true,30,"2025-04-29T16:01:10.334Z","2025-04-29T16:01:10.334Z","",""
430,"l7n371b1e4w10zn3yy4lhtt9","찾다/찾아요","поиск",16,false,30,"2025-04-29T16:02:10.431Z","2025-04-29T16:02:10.431Z","",""
432,"e6yltbsjirvell2odfd40zyg","빨강","красный",16,true,30,"2025-07-12T17:30:35.113Z","2025-07-12T17:30:35.113Z","",""
434,"hwlr7qxshtchvpuroe4rggvy","하양 ","белый",16,true,30,"2025-07-12T17:31:09.765Z","2025-07-12T17:31:09.765Z","",""
436,"rb721s12pxoytxdap399d8w2","검정 ","черный",16,true,30,"2025-07-12T17:31:43.056Z","2025-07-12T17:31:43.056Z","",""
438,"gefijkoaaaym4zjrfegy3i4t","초록","зеленый",16,true,30,"2025-07-12T17:32:17.937Z","2025-07-12T17:32:17.937Z","",""
440,"og9rbbkzm4ddmmx215duekx0","파랑","синий",16,true,30,"2025-07-12T17:33:16.217Z","2025-07-12T17:33:16.217Z","",""
442,"y3he5vek6a2b29q9dls0gz98","노랑","желтый",16,true,30,"2025-07-12T17:33:59.489Z","2025-07-12T17:33:59.489Z","",""
444,"wup2l6ynrlpquw3gu65ao2jx","하늘색","голубой",16,true,30,"2025-07-12T17:34:44.163Z","2025-07-12T17:34:44.163Z","",""
446,"p5ed056wcdxdxejl69do0omz","남색","темно-синий",16,true,30,"2025-07-12T17:36:15.282Z","2025-07-12T17:36:15.282Z","",""
448,"x0rjualyfkudsqyp9m6le0gd","연두색","светло-зеленый",16,true,30,"2025-07-12T17:37:10.977Z","2025-07-12T17:37:10.977Z","",""
450,"ul308nzfphxk93a0wne6d4ht","진초록","темно-зеленый",16,true,30,"2025-07-12T17:38:01.693Z","2025-07-12T17:38:01.693Z","",""
452,"dub93z7zoc7a461dtogyzxeg","민트색 ","мятный",16,true,30,"2025-07-12T17:38:58.268Z","2025-07-12T17:38:58.268Z","",""
454,"q8yziffpz2y0z86suecnzrll","올리브색 ","оливковый",16,true,30,"2025-07-12T17:39:50.201Z","2025-07-12T17:39:50.201Z","",""
456,"czs65w7omoccg3ckplpyfe7z","베이지 ","бежевый",16,true,30,"2025-07-12T17:40:36.091Z","2025-07-12T17:40:36.091Z","",""
458,"cxlgdh2jer3r6xvb7vq678fy","복숭아색 ","персиковый",16,true,30,"2025-07-12T17:41:15.426Z","2025-07-12T17:41:15.426Z","",""
460,"j36zzymraqgus4o7pcnte2aj","연보라 ","лавандовый",16,true,30,"2025-07-12T17:41:51.696Z","2025-07-12T17:41:51.696Z","",""
462,"qm4ubsz4kevgm2cqnwh14aap","금색 ","золотой",16,true,30,"2025-07-12T17:42:18.453Z","2025-07-12T17:42:18.453Z","",""
464,"wy4su6rl0tkrn4r32dl1xf68","동색 ","бронзовый",16,true,30,"2025-07-12T17:42:49.651Z","2025-07-12T17:42:49.651Z","",""
466,"axhm6cnonjezmdk2zskxj93b","주황 ","оранжевый",16,true,30,"2025-07-12T17:43:56.428Z","2025-07-12T17:43:56.428Z","",""
468,"iitrigrek3hom1ikdettwbd5","분홍 ","розовый",16,true,30,"2025-07-12T17:44:45.999Z","2025-07-12T17:44:45.999Z","",""
470,"uezr29psmqwq9w22r3h4p6re","갈색 ","коричневый",16,true,30,"2025-07-12T17:45:42.048Z","2025-07-12T17:45:42.048Z","",""
472,"h8t2h7rjalzggda2246gtifa","회색 ","серый",16,true,30,"2025-07-12T17:46:15.256Z","2025-07-12T17:46:15.256Z","",""
474,"y2c2fetcksex7oefstna0det","보라 ","фиолетовый",16,true,30,"2025-07-12T17:46:36.741Z","2025-07-12T17:46:36.741Z","",""
476,"lnv2sz6ne99h54ypkwlpgduk","바이올렛 ","сиреневый",16,true,30,"2025-07-12T17:47:04.436Z","2025-07-12T17:47:04.436Z","",""
478,"vy9h7dcojpfsds5gkvv7sycy","초콜릿색 ","шоколадный",16,true,30,"2025-07-12T17:47:29.694Z","2025-07-12T17:47:29.694Z","",""
480,"kg1c4sy7jti3j56qsstxom9e","커피색 ","кофейный",16,true,30,"2025-07-12T17:48:02.927Z","2025-07-12T17:48:02.927Z","",""
482,"tfdinon5hzmk6t929opcuf4t","연갈색 ","светло-коричневый",16,true,30,"2025-07-12T17:48:32.068Z","2025-07-12T17:48:32.068Z","",""
484,"lf98sxe9u9rhnkgnm2ic9qc1","진갈색 ","темно-коричневый",16,true,30,"2025-07-12T17:49:02.431Z","2025-07-12T17:49:02.431Z","",""
486,"w3kj5rosz4r68or1qx5gn32g","아이보리 ","слоновая кость",16,true,30,"2025-07-12T17:49:43.906Z","2025-07-12T17:49:43.906Z","",""
488,"mi3yd3q7inzqqwbbkoracg17","연회색 ","светло-синий",16,true,30,"2025-07-12T17:50:05.512Z","2025-07-12T17:50:31.468Z","",""
491,"pmeg1qvzdtv494fk2l4ten7b","짙은회색 ","угольный",16,true,30,"2025-07-12T17:51:11.852Z","2025-07-12T17:51:11.852Z","",""
493,"ei663k96znpabp5x3qlvgwrq","진회색 ","темно-серый",16,true,30,"2025-07-12T17:51:40.271Z","2025-07-12T17:51:40.271Z","",""
495,"pxp7rtqys7x9flausx2p8qo7","터키색 ","бирюзовый",16,true,30,"2025-07-12T17:52:06.044Z","2025-07-12T17:52:06.044Z","",""
497,"s8malc5mhij35ru9o6zpycez","시안 ","циан",16,true,30,"2025-07-12T17:53:04.384Z","2025-07-12T17:53:04.384Z","",""
499,"y3iay5sqqi9y5ofq7d9xk4mf","마젠타 ","пурпурный",16,true,30,"2025-07-12T17:53:56.070Z","2025-07-12T17:53:56.070Z","",""
